Column1,Method,NumSimulationScenario,Distribution,TravelCov,ServiceCov,NewPatients,ActiveAides,TotalSolvingTime,AcceptedPatients,AllowedDelay,Overtime,AssignedServiceLevel/NumberStd,Scenario,ApproximationTCov,ApproximationSCov,AverageTotalLateness,AverageTotalOvertime,AverageRunLateness,AverageRunOvertime,MaximumTotalLateness,RealServiceLevel,MeanServiceLevel,MinServiceLevel,TotalAccpetedNewPatient,FractionOnTimeServedPatient,OnTimeNewPatient,OnTimeOldPatient,OnTimeTotalPatient,TotalScheduledPatient
811,Scenario,10000,shifted-gamma,0.5,0.1,14,8,3563.055028,52,1,3,0.95,500,0,0,0.5067,0.1636,0.1313,0.0441,32,"[(34, 0.9932), (43, 0.9410000000000001), (46, 0.9655), (52, 0.9806), (53, 1.0), (54, 0.9919), (57, 0.9999), (58, 0.9886)]",0.9825875,0.941,6,0.875,6,1,7,8
812,Scenario,10000,normal,0.25,0.1,12,8,63.91751218,58,1,3,0.95,50,0,0,0.5027,0.0812,0.1166,0.0152,18,"[(30, 0.998), (31, 1.0), (34, 0.9476), (35, 1.0), (36, 1.0), (43, 1.0), (44, 1.0), (47, 1.0), (48, 0.9997), (49, 0.9398), (50, 0.9878), (52, 0.999), (53, 0.9997), (54, 0.9981), (56, 0.9996), (57, 1.0), (58, 0.9905), (59, 1.0)]",0.992211111,0.9398,10,0.944444444,9,8,17,18
813,EVT,10000,shifted-gamma,0.1,0.1,18,8,778.985059,59,1,3,1.64,0,0.1,0.1,0.2238,0.0025,0.3284,0.004,25,"[(30, 0.977), (31, 0.9738), (32, 0.9873), (33, 0.981), (34, 1.0), (35, 0.9661), (36, 0.9639), (42, 1.0), (43, 0.9979), (44, 0.9308), (45, 0.9681), (46, 1.0), (47, 0.9499), (48, 0.9932), (49, 0.9775), (50, 0.9861), (52, 0.9922), (53, 0.9999), (54, 0.9562), (55, 0.9985), (56, 0.9758), (57, 1.0), (58, 0.9995), (59, 0.9796)]",0.981429167,0.9308,17,0.958333333,16,7,23,24
814,Scenario,10000,normal,0.25,0.1,14,8,1676.205909,58,1,3,0.98,100,0,0,0.5991,0.2219,0.1333,0.0428,30,"[(30, 0.9941), (31, 1.0), (34, 0.9964), (35, 1.0), (36, 1.0), (43, 1.0), (44, 0.9763), (46, 1.0), (47, 0.9928), (48, 0.9997), (49, 0.9984), (50, 0.9998), (52, 0.9617), (53, 0.9905), (54, 0.9737), (56, 0.9912), (57, 1.0), (58, 0.9799), (59, 1.0)]",0.992342105,0.9617,12,0.894736842,10,7,17,19
815,EVT,10000,shifted-gamma,0.25,0.1,10,8,14.98628283,58,2,4,2.05,0,0.25,0.1,0.4518,0.0139,0.1934,0.0053,56,"[(30, 0.9854), (31, 0.9682), (34, 1.0), (35, 1.0), (36, 0.9837), (43, 0.9844), (44, 0.9738), (49, 0.9944), (50, 0.9677), (52, 1.0), (53, 0.9979), (54, 0.9691), (56, 0.9677), (57, 0.9976), (58, 0.9869), (59, 0.9782)]",0.9846875,0.9677,8,0.6875,5,6,11,16
816,Scenario,10000,shifted-gamma,0.5,0.1,18,8,2490.421309,56,3,6,0.98,100,0,0,0.9401,0.2575,0.1395,0.0343,55,"[(32, 0.9972), (33, 0.9969), (34, 0.9829), (35, 1.0), (36, 0.9996), (42, 0.999), (43, 0.9676), (45, 0.9796), (47, 1.0), (48, 0.9999), (49, 0.9999), (50, 0.9954), (52, 0.9987), (53, 0.9606), (54, 0.9824), (56, 0.999), (57, 0.9724), (58, 0.9996), (59, 0.999)]",0.991036842,0.9606,14,0.842105263,11,5,16,19
817,Deterministic ,10000,shifted-gamma,0.5,0.1,18,8,121.9954851,60,2,4,0.98,0,0,0,42.7747,6.9276,0.9912,0.5254,346,"[(30, 0.5524), (31, 0.7234), (32, 0.696), (33, 0.8075), (34, 0.9951), (35, 1.0), (36, 0.6088), (37, 0.988), (38, 0.9929), (39, 0.8823), (42, 0.6994), (43, 0.876), (44, 0.7738), (45, 0.6797), (46, 0.8218), (47, 0.8934), (48, 0.6168), (49, 0.7902), (50, 0.6737), (51, 0.8155), (52, 0.6718), (53, 0.9555), (54, 0.738), (55, 0.7258), (56, 0.6323), (57, 0.8966), (58, 0.7424999999999999), (59, 0.9566)]",0.793064286,0.5524,18,0.142857143,0,4,4,28
818,Scenario,10000,normal,0.25,0.1,18,8,1143.891342,59,2,4,0.95,50,0,0,0.9276,0.6398,0.1701,0.1618,46,"[(30, 0.989), (31, 0.9986), (32, 0.9711), (33, 0.984), (34, 0.9997), (35, 1.0), (36, 1.0), (42, 0.9865), (43, 0.9975), (45, 0.9988), (46, 1.0), (47, 0.9872), (48, 0.9997), (49, 0.9584), (50, 0.996), (51, 1.0), (52, 0.9981), (53, 0.9992), (54, 0.9982), (55, 0.9896), (56, 0.9456), (57, 0.997), (58, 0.9946), (59, 1.0)]",0.9912,0.9456,17,1,17,7,24,24
819,Deterministic ,10000,normal,0.25,0.1,14,8,71.14607,59,2,4,0.98,0,0,0,3.5882,0.1917,0.7695,0.1307,80,"[(30, 0.7301), (31, 0.8477), (34, 1.0), (35, 1.0), (36, 0.7373000000000001), (43, 0.9496), (44, 0.9438), (46, 0.6692), (47, 1.0), (49, 0.974), (50, 0.8883), (51, 0.9114), (52, 0.9989), (53, 0.9913), (54, 0.9539), (55, 0.8217), (56, 0.8236), (57, 0.9460999999999999), (58, 0.9957), (59, 0.9499)]",0.906625,0.6692,13,0.3,4,2,6,20
820,EVT,10000,shifted-gamma,0.1,0.1,10,8,6.545393944,59,1,3,1.64,0,0.1,0.1,0.1649,0.0005,0.2886,0.0004,30,"[(30, 1.0), (31, 0.9682), (32, 0.9873), (33, 0.981), (34, 0.9843), (35, 1.0), (36, 0.974), (43, 0.9783), (44, 0.9545), (45, 0.9681), (49, 0.947), (50, 0.9823), (52, 0.9922), (53, 1.0), (54, 0.9796), (55, 0.9864), (56, 0.9906), (57, 1.0), (58, 0.978), (59, 0.9745)]",0.981315,0.947,9,1,9,11,20,20
821,Deterministic ,10000,normal,0.1,0.1,16,8,105.7854569,60,2,4,0.98,0,0,0,1.3535,0.0256,0.7083,0.056,36,"[(30, 0.8835999999999999), (31, 0.9848), (32, 0.9119), (33, 0.9782), (34, 1.0), (35, 1.0), (36, 0.9196), (37, 1.0), (38, 1.0), (39, 0.95), (43, 0.9818), (44, 0.9996), (45, 0.9183), (46, 0.7833), (47, 0.9448), (48, 0.9859), (49, 0.9009), (50, 0.7902), (51, 0.9999), (52, 0.9585), (53, 1.0), (54, 0.8822), (55, 0.9331), (56, 0.9264), (57, 1.0), (58, 0.9164), (59, 1.0)]",0.946274074,0.7833,16,0.481481481,6,7,13,27
822,EVT,10000,shifted-gamma,0.5,0.1,10,8,20.96425414,58,2,4,1.64,0,0.5,0.1,2.8939,0.2333,0.4071,0.0492,163,"[(30, 0.9227), (31, 0.9436), (34, 0.9951), (35, 1.0), (36, 0.9549), (43, 0.9437), (44, 0.9545), (49, 0.9391), (50, 0.9569), (52, 0.9449), (53, 0.9474), (54, 0.9317), (56, 1.0), (57, 0.9575), (58, 0.9601999999999999), (59, 0.9574)]",0.95685,0.9227,8,0.625,6,4,10,16
823,EVT,10000,normal,0.25,0.1,18,8,353.0482152,60,3,6,1.64,0,0.25,0.1,0.7173,0.0017,0.357,0.0014,50,"[(30, 0.9872), (31, 0.9541), (32, 0.9828), (33, 0.9898), (34, 0.9793), (35, 1.0), (36, 0.9579), (37, 0.9999), (38, 1.0), (39, 0.9883), (42, 0.9983), (43, 0.977), (44, 0.9562), (45, 1.0), (46, 1.0), (47, 1.0), (48, 0.9991), (49, 0.9562), (50, 0.9564), (51, 0.978), (52, 0.9498), (53, 0.9999), (54, 0.9584), (55, 0.9796), (56, 0.9894), (57, 1.0), (58, 0.9544), (59, 0.9812)]",0.981185714,0.9498,18,1,18,10,28,28
824,Scenario,10000,normal,0.25,0.1,12,8,184.9385231,58,3,6,0.98,100,0,0,0.8965,0.307,0.1226,0.0465,40,"[(30, 1.0), (31, 0.9932), (32, 0.9711), (33, 0.9988), (34, 1.0), (35, 1.0), (36, 1.0), (43, 1.0), (44, 0.9763), (45, 0.9988), (47, 1.0), (48, 1.0), (49, 0.9717), (50, 0.9575), (52, 1.0), (53, 1.0), (54, 1.0), (56, 0.9945), (57, 1.0), (58, 0.9928), (59, 1.0)]",0.993080952,0.9575,10,0.857142857,8,10,18,21
825,Scenario,10000,normal,0.25,0.1,8,8,21.38051319,59,1,3,0.95,50,0,0,1.8169,0.3205,0.1828,0.0541,95,"[(32, 0.9841), (33, 0.9836), (34, 0.9997), (35, 0.9788), (36, 1.0), (43, 1.0), (44, 0.9763), (45, 0.9988), (50, 0.9035), (52, 0.9686), (53, 1.0), (54, 1.0), (56, 0.9923), (57, 1.0), (58, 0.9453), (59, 1.0)]",0.9831875,0.9035,7,0.9375,7,8,15,16
826,Scenario,10000,shifted-gamma,0.25,0.1,12,8,33.76845908,59,1,3,0.98,10,0,0,7.0789,0.1122,0.6462,0.0165,124,"[(30, 0.9953), (31, 0.8652), (32, 0.8291), (33, 0.9221), (34, 0.9137), (35, 1.0), (36, 0.9864), (43, 0.9709), (44, 0.9866), (45, 0.9287), (47, 0.9178999999999999), (48, 0.9875), (49, 0.8629), (50, 0.9519), (52, 0.9697), (53, 0.9988), (54, 0.904), (55, 0.9496), (56, 0.9511000000000001), (57, 0.9947), (58, 0.9629), (59, 0.9897)]",0.947213636,0.8291,11,0.363636364,4,4,8,22
827,Scenario,10000,normal,0.25,0.1,8,8,64.27889705,58,3,6,0.98,100,0,0,0.2615,0.0523,0.0331,0.0102,55,"[(34, 1.0), (43, 1.0), (44, 0.9763), (50, 0.9925), (52, 1.0), (54, 1.0), (56, 1.0), (57, 1.0), (58, 0.9892), (59, 1.0)]",0.9958,0.9763,6,1,6,4,10,10
828,Scenario,10000,shifted-gamma,0.1,0.1,8,8,24.10007,59,3,6,0.95,50,0,0,1.5721,0.072,0.2517,0.0129,40,"[(30, 0.8928), (31, 0.9849), (32, 0.9276), (33, 0.9992), (34, 1.0), (35, 0.9935), (36, 1.0), (43, 0.9385), (44, 1.0), (45, 1.0), (49, 1.0), (50, 0.9997), (52, 0.9979), (53, 1.0), (54, 0.9942), (56, 1.0), (57, 1.0), (58, 0.9675), (59, 1.0)]",0.983989474,0.8928,7,0.842105263,7,9,16,19
829,Scenario,10000,normal,0.1,0.1,16,8,534.7288499,59,1,3,0.98,50,0,0,0.3069,0.0655,0.0533,0.0131,35,"[(30, 0.9998), (31, 0.9891), (32, 0.988), (33, 0.9852), (34, 0.9999), (35, 0.9956), (36, 1.0), (43, 1.0), (45, 1.0), (46, 0.9993), (47, 1.0), (48, 1.0), (49, 1.0), (50, 0.9999), (51, 1.0), (52, 0.9786), (53, 1.0), (54, 1.0), (55, 0.9989), (56, 0.9998), (57, 1.0), (58, 0.9999), (59, 1.0)]",0.997130435,0.9786,15,1,15,8,23,23
830,Scenario,10000,shifted-gamma,0.1,0.1,14,8,113.9904981,59,2,4,0.98,10,0,0,1.8476,0.0062,0.4071,0.0015,47,"[(30, 1.0), (31, 0.9349), (32, 0.9995), (33, 1.0), (34, 0.9456), (35, 1.0), (36, 0.9628), (43, 0.9339999999999999), (44, 0.9906), (45, 0.981), (46, 1.0), (47, 1.0), (48, 0.9448), (49, 0.9976), (50, 0.9748), (52, 0.9995), (53, 0.9802), (54, 0.9324), (55, 0.9787), (56, 0.9777), (57, 1.0), (58, 0.9183), (59, 0.9966)]",0.976043478,0.9183,13,0.652173913,9,6,15,23
831,Scenario,10000,normal,0.5,0.1,14,8,133.7708821,59,1,3,0.95,10,0,0,17.8708,1.4691,0.8878,0.358,143,"[(30, 0.8943), (31, 0.9945), (34, 0.845), (35, 1.0), (36, 0.9709), (43, 0.7661), (44, 0.8361000000000001), (46, 0.6656), (47, 0.773), (48, 0.9667), (49, 0.8771), (50, 0.8291999999999999), (52, 0.708), (53, 0.9873), (54, 0.7379), (55, 0.6218), (56, 0.8918), (57, 0.9968), (58, 0.8883), (59, 0.8306)]",0.85405,0.6218,13,0.3,3,3,6,20
832,Deterministic ,10000,shifted-gamma,0.5,0.1,18,8,144.112983,60,3,6,0.98,0,0,0,28.3265,3.161,0.9432,0.2824,295,"[(30, 0.6445000000000001), (31, 0.7796), (32, 0.8038), (33, 0.9019), (34, 0.9977), (35, 1.0), (36, 0.6923), (37, 0.9957), (38, 0.9976), (39, 0.9574), (42, 0.8348), (43, 0.9258), (44, 0.844), (45, 0.7795), (46, 0.9004), (47, 0.962), (48, 0.7011000000000001), (49, 0.918), (50, 0.7617), (51, 0.8854), (52, 0.7739), (53, 0.9878), (54, 0.8388), (55, 0.7928999999999999), (56, 0.7372000000000001), (57, 0.9709), (58, 0.8426), (59, 0.9864)]",0.864775,0.6445,18,0.214285714,2,4,6,28
833,Scenario,10000,normal,0.1,0.1,10,8,320.0626869,58,2,4,0.95,300,0,0,0.3817,0.1725,0.0634,0.0299,20,"[(30, 1.0), (31, 1.0), (32, 0.9964), (33, 0.9862), (34, 1.0), (35, 0.9956), (36, 0.9588), (43, 0.9999), (44, 0.9989), (45, 1.0), (49, 1.0), (50, 1.0), (52, 0.9985), (53, 1.0), (54, 0.9987), (56, 0.9976), (57, 1.0), (58, 1.0), (59, 1.0)]",0.996347368,0.9588,8,1,8,11,19,19
834,Deterministic ,10000,normal,0.1,0.1,10,8,6.391698122,59,3,6,0.98,0,0,0,0.14,0,0.1459,0.0005,27,"[(30, 0.9183), (31, 0.9997), (32, 0.9916), (33, 1.0), (34, 1.0), (35, 1.0), (36, 0.9881), (43, 1.0), (44, 1.0), (45, 1.0), (49, 0.9706), (50, 0.9997), (52, 0.9771), (53, 0.9934), (54, 0.9963), (55, 0.9997), (56, 1.0), (57, 1.0), (58, 0.9939), (59, 0.9988)]",0.99136,0.9183,9,0.9,9,9,18,20
835,Scenario,10000,shifted-gamma,0.5,0.1,16,8,200.7203741,58,1,3,0.95,10,0,0,15.8684,1.3996,0.8196,0.1415,251,"[(30, 0.8599), (31, 0.8038), (32, 0.9857), (33, 0.943), (34, 0.8363), (35, 0.9997), (36, 0.9591), (43, 0.9584), (45, 0.9796), (46, 0.661), (47, 0.9684), (48, 0.9584), (49, 0.9695), (50, 0.9164), (52, 0.8951), (53, 0.8003), (54, 0.9364), (55, 0.9299), (56, 0.9802), (57, 0.9387), (58, 0.8728), (59, 0.833)]",0.908436364,0.661,14,0.409090909,5,4,9,22
836,Scenario,10000,shifted-gamma,0.25,0.1,10,8,19.37216783,58,2,4,0.98,10,0,0,3.3551,0.7727,0.4598,0.0972,67,"[(30, 0.9981), (31, 0.8652), (32, 0.9879), (33, 0.9995), (34, 0.9137), (43, 0.9729), (44, 0.9866), (45, 0.9903), (49, 0.8632), (50, 0.9275), (52, 0.9189), (53, 0.9998), (54, 0.9918), (56, 0.9789), (57, 0.999), (58, 0.9501), (59, 0.9897)]",0.960770588,0.8632,8,0.588235294,5,5,10,17
837,Scenario,10000,normal,0.5,0.1,16,8,218.6224279,59,2,4,0.98,10,0,0,18.3599,0.6541,0.8801,0.1499,120,"[(30, 0.5611999999999999), (31, 0.9945), (32, 0.9986), (33, 0.9966), (34, 0.845), (35, 1.0), (36, 0.9501), (43, 0.9232), (44, 0.7279), (45, 0.9929), (46, 0.7223999999999999), (47, 0.773), (48, 0.9667), (49, 0.7505), (50, 0.7162), (52, 0.9592), (53, 0.9956), (54, 0.9957), (55, 0.8359), (56, 0.8867), (57, 0.9968), (58, 0.9138), (59, 0.9302)]",0.888378261,0.5612,15,0.347826087,4,4,8,23
838,Scenario,10000,normal,0.1,0.1,18,8,2162.166124,59,1,3,0.95,100,0,0,0.5071,0.2456,0.0978,0.0461,24,"[(30, 1.0), (31, 1.0), (32, 1.0), (33, 1.0), (34, 0.9974), (35, 1.0), (36, 1.0), (42, 0.9976), (43, 1.0), (45, 0.9995), (46, 0.9816), (47, 0.9938), (48, 1.0), (49, 0.9486), (50, 0.9941), (51, 0.9948), (52, 0.9999), (53, 1.0), (54, 0.9994), (55, 1.0), (56, 0.9948), (57, 0.9839), (58, 0.9988), (59, 1.0)]",0.995175,0.9486,17,1,17,7,24,24
839,Scenario,10000,shifted-gamma,0.5,0.1,10,8,554.5763049,55,1,3,0.95,300,0,0,0.6067,0.2523,0.1164,0.0387,42,"[(34, 1.0), (43, 0.9702), (50, 0.9888), (52, 0.937), (56, 0.9967), (57, 0.9992), (58, 0.978)]",0.981414286,0.937,5,0.857142857,4,2,6,7
840,EVT,10000,shifted-gamma,0.5,0.1,16,8,363.0141518,58,2,4,1.64,0,0.5,0.1,3.3085,0.2509,0.5411,0.0496,125,"[(30, 0.9517), (31, 0.942), (32, 0.9390000000000001), (33, 0.9606), (34, 0.9599), (35, 1.0), (36, 0.9549), (43, 0.9437), (44, 0.9308), (45, 0.9615), (46, 1.0), (47, 0.9762), (48, 0.958), (49, 0.9507), (50, 0.9257), (52, 0.9643), (53, 0.9474), (54, 0.9943), (56, 0.9454), (57, 0.9606), (58, 0.9359999999999999), (59, 0.9574)]",0.957277273,0.9257,14,0.727272727,11,5,16,22
841,Scenario,10000,shifted-gamma,0.5,0.1,8,8,742.5290561,56,1,3,0.95,500,0,0,0.1229,0.3478,0.0238,0.0616,27,"[(34, 1.0), (43, 0.9999), (52, 0.9955), (56, 1.0), (57, 1.0), (58, 0.9798)]",0.995866667,0.9798,4,1,4,2,6,6
842,Scenario,10000,normal,0.5,0.1,8,8,42.08354187,58,2,4,0.95,50,0,0,1.0962,0.1551,0.1237,0.0302,85,"[(34, 0.9994), (43, 1.0), (44, 0.9621), (50, 0.9802), (52, 0.9998), (54, 0.9697), (56, 0.9403), (57, 1.0), (58, 1.0), (59, 1.0)]",0.98515,0.9403,6,0.9,5,4,9,10
843,Scenario,10000,normal,0.1,0.1,10,8,396.6766629,57,3,6,0.98,500,0,0,0.0465,0.001,0.0091,0.0002,10,"[(32, 1.0), (33, 1.0), (34, 1.0), (35, 1.0), (36, 1.0), (43, 1.0), (44, 1.0), (45, 1.0), (50, 1.0), (52, 0.9976), (53, 1.0), (54, 0.9999), (56, 0.9934), (57, 1.0), (58, 1.0)]",0.999393333,0.9934,7,1,7,8,15,15
844,Scenario,10000,shifted-gamma,0.5,0.1,16,8,1150.420283,56,2,4,0.98,100,0,0,2.4369,1.1208,0.2169,0.1266,86,"[(32, 0.9927), (33, 0.9866), (34, 0.9967), (35, 0.9993), (36, 0.9982), (43, 0.9410000000000001), (44, 0.9813), (45, 0.9618), (46, 0.9919), (47, 0.9686), (48, 0.9997), (49, 0.9828), (50, 0.9997), (52, 0.9368), (56, 0.9991), (57, 0.9992), (58, 0.9859), (59, 0.9971)]",0.984355556,0.9368,12,0.777777778,9,5,14,18
845,Scenario,10000,normal,0.25,0.1,18,8,1644.837797,59,3,6,0.98,100,0,0,0.3519,0.2564,0.0682,0.0479,40,"[(30, 1.0), (31, 1.0), (32, 0.9711), (33, 0.9988), (34, 1.0), (35, 1.0), (36, 1.0), (42, 0.9983), (43, 1.0), (44, 0.9975), (45, 0.9988), (46, 0.9978), (47, 1.0), (48, 1.0), (49, 1.0), (50, 0.9908), (51, 0.9998), (52, 1.0), (53, 1.0), (54, 1.0), (56, 0.9986), (57, 0.9807), (58, 0.9928), (59, 1.0)]",0.996875,0.9711,17,0.958333333,17,6,23,24
846,EVT,10000,shifted-gamma,0.1,0.1,8,8,16.04615688,60,1,3,2.05,0,0.1,0.1,0.0692,0.001,0.1456,0.0002,20,"[(30, 1.0), (31, 0.9682), (34, 1.0), (35, 1.0), (36, 0.9817), (43, 0.9783), (44, 0.9982), (49, 0.9924), (50, 0.9848), (52, 0.9933), (53, 0.9986), (54, 0.987), (55, 0.9864), (56, 0.9847), (57, 1.0), (58, 0.981), (59, 0.9931)]",0.989864706,0.9682,8,0.941176471,8,8,16,17
847,EVT,10000,shifted-gamma,0.25,0.1,18,8,320.5643299,60,3,6,1.64,0,0.25,0.1,1.8826,0.007,0.4543,0.0045,89,"[(30, 0.9782), (31, 0.937), (32, 0.9754), (33, 0.9826), (34, 0.9594), (35, 1.0), (36, 0.9527), (37, 1.0), (38, 1.0), (39, 0.9861), (42, 0.9978), (43, 0.9573), (44, 0.9343), (45, 0.9999), (46, 1.0), (47, 0.9999), (48, 0.9972), (49, 0.9369), (50, 0.9409), (51, 0.9563), (52, 0.9421), (53, 0.9997), (54, 0.9421), (55, 0.956), (56, 0.9873), (57, 0.9971), (58, 0.9473), (59, 0.9746)]",0.972789286,0.9343,18,0.785714286,13,9,22,28
848,Deterministic ,10000,normal,0.25,0.1,10,8,5.156399012,59,2,4,0.95,0,0,0,5.2975,0.1107,0.8263,0.0603,65,"[(30, 0.6313), (31, 0.8165), (32, 0.8394), (33, 0.9634), (34, 1.0), (35, 1.0), (36, 0.8772), (43, 0.9786), (44, 0.9438), (45, 1.0), (49, 0.6926), (50, 0.9625), (52, 0.7514000000000001), (53, 0.7255), (54, 0.8593), (55, 0.8965), (56, 1.0), (57, 1.0), (58, 0.7685), (59, 0.9361)]",0.88213,0.6313,9,0.4,3,5,8,20
849,Scenario,10000,normal,0.5,0.1,18,8,1799.276966,57,2,4,0.95,50,0,0,2.0106,0.2059,0.2534,0.0331,50,"[(30, 0.9745), (31, 0.9894), (32, 0.9997), (33, 0.9874), (34, 0.9994), (35, 1.0), (36, 1.0), (42, 0.9579), (43, 0.9728), (44, 0.9304), (45, 1.0), (46, 1.0), (47, 0.9997), (48, 0.9951), (49, 0.9838), (50, 0.9996), (52, 0.9109), (53, 0.9997), (56, 0.9955), (57, 1.0), (58, 0.9957), (59, 1.0)]",0.985977273,0.9109,15,0.909090909,13,7,20,22
850,Scenario,10000,normal,0.5,0.1,8,8,246.2231381,57,1,3,0.95,300,0,0,1.0901,0.3936,0.1584,0.0733,60,"[(34, 1.0), (43, 1.0), (44, 0.9621), (50, 0.9667), (52, 0.9641), (54, 0.9822), (56, 0.9994), (57, 1.0), (58, 0.9372)]",0.979077778,0.9372,5,0.888888889,4,4,8,9
851,Deterministic ,10000,normal,0.1,0.1,18,8,119.70698,60,3,6,0.95,0,0,0,0.2704,0.0005,0.2627,0.0008,25,"[(30, 0.9671), (31, 0.9997), (32, 0.9835), (33, 0.9993), (34, 1.0), (35, 1.0), (36, 0.9785), (37, 1.0), (38, 1.0), (39, 0.9932), (42, 0.9195), (43, 1.0), (44, 1.0), (45, 0.9843), (46, 0.9919), (47, 0.9929), (48, 0.9941), (49, 0.9709), (50, 0.9817), (51, 1.0), (52, 0.9758), (53, 1.0), (54, 0.9719), (55, 0.9942), (56, 0.9601), (57, 0.9992), (58, 0.9818), (59, 1.0)]",0.987128571,0.9195,18,0.964285714,17,10,27,28
852,Scenario,10000,shifted-gamma,0.1,0.1,10,8,12.63769889,58,1,3,0.98,10,0,0,1.8423,0.0005,0.3254,0.0001,43,"[(32, 0.9938), (33, 0.9969), (34, 0.9471), (35, 1.0), (36, 0.9559), (43, 0.8843), (44, 0.9906), (45, 0.9874), (50, 0.9979), (52, 0.996), (53, 1.0), (54, 0.9138), (56, 0.987), (57, 1.0), (58, 1.0), (59, 0.9254)]",0.97350625,0.8843,8,0.6875,6,5,11,16
853,Deterministic ,10000,normal,0.1,0.1,10,8,5.103268862,59,2,4,0.95,0,0,0,0.7504,0.0065,0.475,0.0068,37,"[(30, 0.7839), (31, 0.9848), (32, 0.9391), (33, 0.9975), (34, 1.0), (35, 1.0), (36, 0.9241), (43, 1.0), (44, 1.0), (45, 1.0), (49, 0.8793), (50, 0.9978), (52, 0.8934), (53, 0.9434), (54, 0.9664), (55, 0.9932), (56, 1.0), (57, 1.0), (58, 0.9437), (59, 0.9786)]",0.96126,0.7839,9,0.65,6,7,13,20
854,Deterministic ,10000,shifted-gamma,0.1,0.1,16,8,104.7040129,60,3,6,0.98,0,0,0,0.3589,0.0023,0.2972,0.007,27,"[(30, 0.9624), (31, 0.9937), (32, 0.9804), (33, 0.998), (34, 1.0), (35, 1.0), (36, 0.9875), (37, 1.0), (38, 1.0), (39, 0.9918), (43, 0.9991), (44, 0.9992), (45, 0.9794), (46, 0.9049), (47, 0.9852), (48, 0.9993), (49, 0.9746), (50, 0.9147), (51, 0.9994), (52, 0.9936), (53, 1.0), (54, 0.9632000000000001), (55, 0.9874), (56, 0.9849), (57, 1.0), (58, 0.982), (59, 1.0)]",0.98447037,0.9049,16,0.814814815,12,10,22,27
855,Scenario,10000,normal,0.5,0.1,18,8,1854.848917,57,3,6,0.95,50,0,0,1.8922,0.0714,0.2572,0.016,47,"[(30, 0.9983), (31, 0.9658), (32, 1.0), (33, 0.9874), (34, 1.0), (35, 1.0), (36, 0.9999), (42, 1.0), (43, 0.9409), (44, 0.9988), (45, 0.9611), (46, 0.996), (47, 0.9997), (48, 1.0), (50, 0.9877), (52, 0.9117), (53, 0.9894), (54, 0.9538), (56, 0.9968), (57, 1.0), (58, 0.9994), (59, 1.0)]",0.985759091,0.9117,15,0.909090909,13,7,20,22
856,Scenario,10000,normal,0.1,0.1,16,8,4602.644474,58,3,6,0.98,500,0,0,0.0603,0.1953,0.0124,0.0363,10,"[(30, 1.0), (31, 1.0), (32, 0.9986), (33, 1.0), (34, 1.0), (35, 1.0), (36, 1.0), (43, 1.0), (45, 1.0), (46, 0.9995), (47, 1.0), (48, 1.0), (49, 1.0), (50, 1.0), (52, 0.9979), (53, 1.0), (54, 1.0), (55, 1.0), (56, 1.0), (57, 1.0), (58, 1.0), (59, 0.9912)]",0.999418182,0.9912,14,1,14,8,22,22
857,Deterministic ,10000,normal,0.1,0.1,16,8,89.00742888,60,3,6,0.95,0,0,0,0.2567,0.0017,0.2766,0.0054,19,"[(30, 0.9708), (31, 0.9997), (32, 0.9835), (33, 0.9993), (34, 1.0), (35, 1.0), (36, 0.9851), (37, 1.0), (38, 1.0), (39, 0.9932), (43, 0.9987), (44, 1.0), (45, 0.9843), (46, 0.9081), (47, 0.9904), (48, 0.9994), (49, 0.9758), (50, 0.9178), (51, 1.0), (52, 0.9954), (53, 1.0), (54, 0.967), (55, 0.9892), (56, 0.9876), (57, 1.0), (58, 0.9818), (59, 1.0)]",0.986188889,0.9081,16,0.925925926,14,11,25,27
858,EVT,10000,shifted-gamma,0.5,0.1,14,8,192.535464,58,2,4,1.64,0,0.5,0.1,4.331,0.6585,0.5072,0.0771,200,"[(30, 0.9422), (31, 0.942), (34, 0.9594), (35, 1.0), (36, 0.9529), (43, 0.957), (44, 0.9545), (46, 0.9808), (47, 0.9483), (48, 0.958), (49, 0.9605), (50, 0.9989), (52, 0.9263), (53, 0.9752), (54, 0.9317), (55, 0.9414), (56, 0.9774), (57, 0.9605), (58, 0.9252)]",0.957484211,0.9252,12,0.684210526,8,5,13,19
859,EVT,10000,normal,0.5,0.1,18,8,1372.017001,56,1,3,2.05,0,0.5,0.1,0.1161,0.004,0.1283,0.0042,15,"[(30, 0.9858), (31, 0.9855), (34, 0.9976), (35, 1.0), (36, 0.9878), (42, 0.9991), (43, 0.9918), (45, 0.9869), (46, 0.9831), (47, 0.9984), (48, 0.9874), (49, 0.9895), (52, 0.9968), (53, 0.9946), (54, 0.9883), (56, 0.9925), (57, 0.9925), (58, 1.0), (59, 0.9988)]",0.992442105,0.9831,14,1,14,5,19,19
